titulo;descricao;preco;area util por m²;quartos;banheiros;vagas garagem;rua/avenida;custo condominio;iptu;bairro;cidade;estado;cep;ar condicionado;mobiliado;elevador;churrasqueira;salão de festas;quarto de serviço;segurança 24h;armários no quarto;condomínio fechado;piscina;armários na cozinha;varanda;área de serviço;academia;portaria;permitido animais
Ilhéus - Village DUPLEX 03 quartos sendo 01 suíte - Pontal;"Código do anúncio: 4007

Esta buscando um imóvel bem localizado, próximo de tudo aquilo que você precisa no dia a dia, com estrutura com conforto, exclusividade e beleza?

O charme e a privacidade de morar no duplex com acabamento moderno, com cômodos amplos e com planejados, com boa iluminação e ventilação natural, e com espaço gourmet para aproveitar os melhores momentos em família.

O imóvel conta com 03 quartos, uma cozinha incrível, assim como, a área gourmet, possui todos os planejados! Hall, sala de estar jantar ampla com boa iluminação, 01 lavabo e 01 vaga de garagem. E no 1º andar, um banheiro social, uma espaçosa suíte, com closet e acesso à varanda ampla. Uma das melhores localidades da cidade, te proporcionando qualidade, tranquilidade, diversão e segurança.

O Village conta com uma estrutura de lazer e segurança para você e toda família;
 Piscina;
 Churrasqueira;
 Portão eletrônico;
 Interfone;

Conte com a Imobiliária Atlântico Sul para ver o seu futuro imóvel nesse verdadeiro paraíso.

 Imobiliária Atlântico Sul
 Evandro Zanonatto
 - Watson Negreiros
IMÓVEL";650000.0;150.0;3;2;1;Rua Eustáquio Bastos;250.0;0.0;Centro;Ilhéus;BA;45653020;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0
Apartamento na Reserva Atlântica;"Código do anúncio: 4541

IBS - Imóveis Bahia Sul
CRECI.: J. 1.925
Contato: 

Apartamento na Reserva Atlântica 

01 Suíte
01 Quarto
01 Banheiro
01 Sala de Estar
01 Cozinha
01 Área de serviço 
01 Varanda gourmet
01 Vaga de garagem 

O Residencial Reserva Atlântica está localizado no Jardim Atlântico III 
zona sul de Ilhéus.";430000.0;62.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
Apartamento 2 Quartos no Luxor Residence;"Código do anúncio: 2395

Luciana Daneu
Creci 22.423
Contato: 

Apartamento 2 Quartos no Luxor Residence

02 Suítes
01 Banheiro Social
01 Sala
01 Cozinha
02 Varandas
01 Vaga de Garagem

Vista para o mar da Suíte.
Localizado na avenida Lomanto Junior, com fácil acesso a tudo, mercados, padarias, academias.
A poucos passos do Supermercado G Barbosa.";450000.0;65.0;2;1;1;Avenida Lomanto Júnior - até 1064/1065;0.0;0.0;Pontal;Ilhéus;BA;45654000;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0
Ilhéus - Apartamento 03 quartos sendo 01 suíte - Residencial Diego Rivera;"Código do anúncio: 4070

Um apartamento ideal para aproveitar seus dias de conforto, segurança, lazer, e comodidade, localizado em Residencial fechado proporcionando segurança e diversão para toda família.

Apartamento amplo com 121,9m², ambiente bem arejado, com teto trabalhado em gesso, e dispondo de 02 quartos com lindos planejados e ar condicionado, 01 suíte também com planejados, ar condicionado, closet e box, área de serviço e 01 banheiro social com planejados e box. A cozinha com belos planejados, armários e mesa americana de vidro. Já a sala de estar e jantar encanta pelo espaço e por ser conceito aberto para varanda, o que promove uma iluminação natural e um ótimo fluxo de circulação de ar. 

Esta buscando um imóvel bem localizado, próximo de tudo aquilo que você precisa no dia a dia, com estrutura de lazer completa em condomínio fechado? Acabou de encontrar! O Empreendimento dispõe de Infraestrutura:
 Piscina
 Área Gourmet com Churrasqueira
 Espaço Fitness
 Brinquedoteca
 Salão de Festas
 Portão Eletrônico
 Portaria 24hrs
 Interfone

Apartamento localizado em área nobre, no bairro Cidade Nova, próximo do Hospital de Ilhéus, fórum, supermercado, posto de gasolina, padaria, academia, escola, faculdade, restaurantes, bares, clubes e praças.

Gostou do que viu? Agende sua visita conosco! Conte com a Imobiliária Atlântico Sul para ver o seu futuro imóvel nesse verdadeiro paraíso.

 Imobiliária Atlântico Sul
 Evandro Zanonatto
 Olívia Monteiro

IMÓVEL";750000.0;122.0;3;3;2;Avenida Vereador Marcus Paiva;0.0;0.0;Cidade Nova;Ilhéus;BA;45652050;1;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0
Vendo apartamento 3/4 frente mar;"Código do anúncio: 7599

Corretor: Ricardo Hafner
CRECI:.23200
Contato 

Vendo apartamento 3/4 frente mar

03 Suítes
02 Salas
01 Copa
01Cozinha
Garagem";950000.0;148.0;3;2;3;Avenida Soares Lopes - de 776/777 ao fim;1100.0;3000.0;Cidade Nova;Ilhéus;BA;45652065;1;0;1;1;1;0;1;0;0;1;0;1;1;1;0;0
APARTAMENTO 2/4 VISTA MAR NA CIDADE NOVA;"Código do anúncio: 4787

CORRETORA: CAMILA BADARÓ
CRECI.: 23.450
CONTATO: 

APARTAMENTO 2/4 

01 QUARTO SOCIAL 
01 SUÍTE
01 SALA SOCIAL 
01 BANHEIRO DE SERVIÇO
01 BANHEIRO SOCIAL 
01 VARANDA COM VISTA PARA O MAR 
01 COZINHA COM ÁREA DE SERVIÇO 
01 VAGA DE GARAGEM

OBS: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";450000.0;78.0;2;2;1;Rua Major Homem D'el Rey;0.0;0.0;Cidade Nova;Ilhéus;BA;45652180;0;0;1;0;1;0;1;0;0;1;0;1;1;1;0;0
VENDO APARTAMENTO COM 2/4 NA CIDADE NOVA;"Código do anúncio: 1189

CORRETORA: CAMILA BADARÓ.
CRECI: 23.450
CONTATO: 

APARTAMENTO COM 2/4 NO SUNSET PLAZA

01 SALA DE ESTAR/JANTAR;
01 QUARTO SOCIAL;
01 SUÍTE.
01 COZINHA COM ÁREA DE SERVIÇO;
01 BANHEIRO DE SERVIÇO;
01 BANHEIRO SOCIAL;
01 VARANDA;

OBS.:''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";450000.0;70.0;2;1;1;Rua Major Homem D'el Rey;460.0;0.0;Cidade Nova;Ilhéus;BA;45652180;1;0;1;0;1;0;1;0;0;1;0;1;1;1;0;0
Ilhéus - Cobertura 03 dormitórios, sendo 01 suíte - Venda - Vista Park Residence;"Código do anúncio: 4066

Difícil descrever este empreendimento. Imagine uma arquitetura que, ao ver, você logo pense: ""O arquiteto certamente estava inspirado"". Com um projeto elegante e harmonioso, esse imóvel é mais do que um imóvel, é uma obra de arte pensada no conforto, praticidade e bem estar dos seus moradores. Estar bem localizado define o diferencial de um empreendimento de alto padrão. Imagina só estar em um dos endereços mais desejados da zona Sul de Ilhéus.

O Vista Park Residence se traduz em um destino completo, de frente para o mar, pé na areia, onde tudo se encaixa perfeitamente e você é levado para um estado de puro bem-estar. Os quatro pavimentos exclusivos de garagem abaixo do rooftop, são interligados em cada andar por uma passarela específica, dando mais conforto aos moradores!

Haverá dois blocos de apartamentos modernos de 02 e 03 dormitórios, Sol e Lua, com metragens de 64 a 99m2 e varandas amplas integradas com cortina de vidro. Com diversificações de plantas como apartamentos gardens de 86 a 159m², Coberturas e Coberturas duplex. E o melhor... Sua vista permanente para o mar.

Infraestrutura única de lazer em frente ao mar com Rooftop completo e dispondo de:
SPA & Sauna;
Piscina rooftop;
Piscina frente mar;
Pista de cooper;
Área Gourmet de frente para o mar;
Cozinha gourmet no rooftop;
Espaço Fitness;

O Vista Park Residence também terá uma área comercial com 07 lojas na entrada do empreendimento podendo ter tudo ao seu alcance. É realmente um diferencial do mercado imobiliário.

VALORIZANDO O SEU INVESTIMENTO COM A SUA QUALIDADE DE VIDA!

Conte com a Imobiliária Atlântico Sul para ver o seu futuro imóvel nesse verdadeiro paraíso.
 Imobiliária Atlântico Sul
 Evandro Zanonatto
IMÓVEL";987000.0;112.0;3;2;1;São Francisco;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0
VENDO APARTAMENTO COM 4/4;"Código do anúncio: 9748

TÂMER PEIXOTO
CRECI: 23.684
CONTATO: 

EXCELENTE APARTAMENTO EM FRENTE À PRAIA DOS MILIONÁRIOS.

02 QUARTOS
02 SUÍTES 
02 BANHEIROS SOCIAL 
01 BANHEIRO DE SERVIÇO 
01 COZINHA
01 ÁREA DE SERVIÇO 
02 VARANDAS
02 VAGAS DE ESTACIONAMENTO 

APARTAMENTO NO PRIMEIRO ANDAR, FRENTE TOTAL PARA O MAR

OBS.: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";540000.0;108.0;4;3;2;Avenida Tancredo Neves;800.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
COBERTURA DUPLEX VISTA MAR NA CIDADE NOVA;"Código do anúncio: 2786

CORRETORES: CAMILA BADARÓ E LUCIANA DANEU 
CRECI: 23.450/ 22.423
CONTATO: / 


COBERTURA DUPLEX VISTA MAR NA CIDADE NOVA 

01 SALA DE ESTAR 
01 SALA DE JANTAR COM VARANDA
01 COZINHA 
01 LAVABO 
01 ÁREA DE SERVIÇO 
01 BANHEIRO DE SERVIÇO 
03 SUÍTES 
01 TERRAÇO COM ÁREA GOURMET 
01 PISCINA PRIVATIVA 
02 VAGAS DE GARAGEM";950000.0;174.0;3;4;2;Rua Major Homem D'el Rey;680.0;0.0;Cidade Nova;Ilhéus;BA;45652180;1;0;1;1;1;0;0;0;0;1;0;1;1;1;0;0
Apartamentos a partir de R$ 329.232,70- Condomínio Clube de Ilhéus;"Código do anúncio: 5803... ver número3-10

Apartamentos de 2 e 3/4 
Área de lazer com:
Piscina adulto:
Piscina infantil com prainha;
Salão de festas;
Salão de jogos;
Espaço ioga;
Pet Place.";355000.0;71.0;3;2;1;Rua Osório de Carvalho;0.0;0.0;Boa Vista;Ilhéus;BA;45652515;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0
Apartamento 3/4 no Residencial Mirante de Ilhéus;"Código do anúncio: 1255

IBS - Imóveis Bahia Sul
CRECI: J 1.925

Apartamento 3/4 no Residencial Mirante de Ilhéus

02 Quartos
01 Suíte
01 Banheiro Social
01 Sala com dois ambientes
01 Varanda com a vista mais linda da cidade
01 Cozinha americana
01 Banheiro da empregada
01 Despensa

Infraestrutura Externa:
02 Vagas de garagem
01 Elevador
01 Guarita que funciona com vigilante das 08h às 17h, após isso controle remoto

OBS: Apartamento não mobiliado, apenas com os armários planejados.
OBS: Todas os quartos possuem varanda com vista para o mar, localizado na Praia da Avenida Soares Lopes.";560000.0;114.0;3;2;2;Rua Muniz Sodré;450.0;0.0;São Sebastião;Ilhéus;BA;45653802;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
Apartamento 4/4 de Luxo na Avenida Soares Lopes;"Código do anúncio: 7084

Corretor: Valdnei Santana
CRECI:. 23.174
Contato: 

Apartamento 4/4 de Luxo na Avenida Soares Lopes 

02 Suítes 
02 Quartos 
01 Sala de jantar com vista mar 
01 Cozinha ampla
01 Banheiro social
01 Varanda vista mar 
03 Vagas de garagem

Obs:. ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";2000000.0;300.0;4;3;3;Avenida Soares Lopes - de 776/777 ao fim;0.0;0.0;Cidade Nova;Ilhéus;BA;45652065;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0
Apartamento 3/4 com Vista Mar no Residencial San Marino;"Código do anúncio: 8084

IBS - Imóveis Bahia Sul
CRECI.: J.1.925
Contato: 

Apartamento 3/4 com Vista Mar no Residencial San Marino 

02 Quartos
01 Suíte
01 Banheiro social
01 Sala
01 Copa
01 Cozinha 
01 Área de serviço 
01 Varanda gourmet 
02 Vagas de garagem

Infraestrutura do Condomínio:
Piscina 
Academia 
Salão de jogos 
Salão de festas 
Brinquedoteca 
Sauna
Churrasqueira 

Obs: ""O valor anunciado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. Em caso de dúvidas, favor entrar em contato.""";1600000.0;99.0;3;1;2;Rua dos Canários;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655748;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0
Apartamento 3/4 Massimo Residencial;"Código do anúncio: 4588

Corretor: Valdnei Santana
CRECI.: 23.174
Contato: 

Apartamento 3/4 Massimo Residencial

01 Suíte
02 Quartos sociais
01 Sala de estar
01 Cozinha
01 Banheiro social
01 Área de serviço
01 Vaga de garagem

Infraestrutura externa:
01 Vaga de garagem
01 Sauna
01 Academia
01 Brinquedoteca
01 Sala de jogos
01 Elevador
01 Churrasqueira
01 Forno a lenha

OBS.: Localizado na cidade nova, próximo ao centro da cidade, apartamento com ótima infraestrutura!";700000.0;77.0;3;2;1;Avenida Osvaldo Cruz;0.0;0.0;Cidade Nova;Ilhéus;BA;45652130;1;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0
LINDO APARTAMENTO 4 SUÍTES NA CIDADE NOVA;"Código do anúncio: 9723

CORRETORA: CAMILA BADARÓ.
CRECI.: 23.450
CONTATO: 


APARTAMENTO 4 SUÍTES VISTA MAR

01 ESPAÇOSA SALA DE ESTAR/ JANTAR INTEGRADAS COM VARANDA
01 LAVABO
01 BANHEIRO SOCIAL
01 COZINHA 
01 ÁREA DE SERVIÇO
01 DESPENSA 
01 DEPENDÊNCIA COM BANHEIRO DE SERVIÇO
03 SUÍTES COM VARANDA VISTA MAR 
01 SUÍTE VISTA MAR 

02 VAGAS DE GARAGEM 

OBS.: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";1200000.0;167.0;4;5 Ou Mais;2;Rua Lauro Farani de Freitas;0.0;0.0;Cidade Nova;Ilhéus;BA;45652160;1;0;1;1;1;0;1;0;0;1;0;1;1;1;0;1
Vendo Cobertura Duplex;"Código do anúncio: 9727

IBS - Imóveis Bahia Sul
Corretor: Cristiano Rodrigo
CRECI:25.955
Contato: 

Vendo Cobertura Duplex no São Francisco com 124m² de Área Construída

Sala de Estar
Sala de Jantar
02 Quartos 
01 Suíte
02 Banheiros
02 varandas
Cozinha
Armários nos quartos
Armário na suíte
Armários nos banheiros
Armário no escritório
Armários na área de serviço
Lavanderia
Piscina
Closet

01 Vaga de Garagem
Portão Eletrônico

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";485000.0;125.0;3;2;Não Tem;Rua Tereza Vargas;0.0;0.0;São Francisco;Ilhéus;BA;45655116;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Apartamento 3\4 no Pontal;"Código do anúncio: 7000

Corretora: Mayara Gondim
CRECI:. 24.073 
Contato: 

Apartamento 3\4 no Pontal

02 Suítes
01 Quarto social 
01 Sala com varanda 
01 Banheiro social
01 Cozinha 
01 Área de serviços 
02 Vagas de garagem

Obs:. ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";550000.0;93.0;3;3;2;Rua Demosthenes Berbert de Castro;0.0;0.0;Pontal;Ilhéus;BA;45654170;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0
Palazzo Torino;"Código do anúncio: 5511

Imóveis Bahia Sul 
CRECI.: J.1.925
Contato: 

Palazzo Torino 

Nasce no coração de Ilhéus o mais novo Empreendimento da construtora 3MN Itália, o Palazzo Torino. O requinte e a elegância da arquitetura italiana vista anteriormente no Palazzo de Monaco, numa nova experiência luxuosa e aconchegante.
Design, conforto e beleza, se misturam e criam um ambiente único. 
Coberturas 3 quartos com 2 vagas de garagem 
Aptos de 02 quartos com 1 vaga de garagem 
Espaço Gourmet
Piscina";950000.0;143.0;3;2;2;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
VENDO APARTAMENTO COM 2/4;"Código do anúncio: 9270

CORRETOR: RICARDO HAFNER 
CRECI.: 23.200
CONTATO: (73) 9919 - 60000

VENDO APARTAMENTO GARDEN ÓTIMA LOCALIZAÇÃO EDFICIO ATLANTIS

SALA
02 SUITES 
COZINHA COM MOVEIS PLANEJADOS
ÁREA DE SERVIÇO 
LAVABO
AREA GOURMET 

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";600000.0;90.0;2;2;1;Avenida Lomanto Júnior - até 1064/1065;500.0;2000.0;Pontal;Ilhéus;BA;45654000;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0
Apartamento no Soberano Residence;"Código do anúncio: 8081

IBS - Imóveis Bahia Sul
CRECI.: J.1.925
Contato: 

Apartamento no Soberano Residence 

01 Quarto
01 Suíte
01 Banheiro social
01 Sala
01 Copa
01 Cozinha 
01 Área de serviço 
01 Varanda gourmet 
01 Vaga de garagem

Infraestrutura do Condomínio:
Piscina 
Academia 
Salão de jogos 
Salão de festas 
Brinquedoteca 
Sauna
Churrasqueira 

Obs: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. Em caso de dúvidas, favor entrar em contato.""";550000.0;67.0;2;2;1;Avenida Tancredo Neves;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655650;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0
Vendo Apartamento 2/4;"Código do anúncio: 8659

IBS - Imóveis Bahia Sul
CRECI.: J 1.925
Contato: 

Vendo Apartamento no Pétra

02 Suítes
01 Sala ampla
01 Cozinha
01 Lavabo
01 Banheiro de serviço
01 Área de serviço
01 Vagas de garagem

Infraestrutura do condomínio:

Piscina com borda infinita
Deck Molhado
Sun Deck
Espaço Grill
Areá Verde
Quiosque - Espaço
Espaço Fitness
Salão de Festas
Hall Social
Brinquedoteca
Playground
Guarita de segurança

Obs: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";990000.0;84.0;2;4;Não Tem;Avenida Tancredo Neves;0.0;0.0;Jardim Atlântico;Ilhéus;BA;45655000;1;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0
Cobertura 4/4 Vista Mar;"Código do anúncio: 3985

Corretora: Luciana Daneu
CRECI.: 22.423
Contato: 

Cobertura 4/4 Vista Mar 

01 Quartos
03 Suítes
01 Banheiro social
02 Salas
02 Cozinhas
02 Varandas
01 Área gourmet 
02 Vagas de garagem

OBS.: Apartamento mobiliado.";1000000.0;200.0;4;4;2;Rua das Maritacas;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655742;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0
Apartamento 3/4 no Palazzo di Monaco;"Código do anúncio: 5855

Corretor: Valdinei Santana
CRECI:. 23.174
Contato: 

Apartamento 3/4 no Palazzo di Monaco

03 Suítes com Armários embutidos
01 Lavabo
01 Sala Ampla
01 Varanda
01 Banheiro Social com armários
01 Cozinha com armários
01 Banheiro de empregada
01 Quarto de empregada
01 Área de serviço
02 Vagas de Garagem

OBS: Apartamentos frente ,com padrão de edificação italiana, paredes duplas insonorizadas, painéis solares fornecendo água quente em todos os apartamentos , reduzindo a conta de energia em até 33 %. Piscina com raia infantil ; apartamento duplex e cobertura com a própria piscina.";1350000.0;133.0;3;4;2;Avenida Lomanto Júnior - de 1066/1067 ao fim;0.0;0.0;Pontal;Ilhéus;BA;45654001;1;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0
